the_geom,objectid,iso3,adm0_name,engtype0,adm1_name,type1,engtype1,adm2_name,type2,engtype2,adm3_name,type3,engtype3,source_dt,source,source2_dt,source2,globalid,shapestlen,shapestare,chiefdom,district,female,household_female,household_male,household_total,male,province,special_population_female,special_population_male,special_population_total,total,cartodb_id,created_at,updated_at,merge_var,percent_pop_1985,percent_pop_2004,intercensal_change_1985_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2004,chiefdom_weight,total_estimated_2015
"0106000020E610000010000000010300000001000000090300002363B5F97FB528C028E09EE74F3B1F40BF09850838B428C028E09EE74F3B1F40AE97A60870B228C0DC7536E49F391F40B5679604A8B128C08F32E202D0381F409DD2C1FA3FAF28C0C7FE791A30381F407E6DFDF49FAD28C0C7FE791A30381F40",148,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Imperri","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FACD2C33-1643-4224-BAA6-8325D31DE2CA}",1.767321,.0516448,"Imperri","Bonthe",8853,8853,8694,17547,8723,"Southern",,29,29,17576,11,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.1352551,21197.05
"0106000020E610000005000000010300000001000000D70100006850340F60A928C0057DE9EDCF251E40A176BF0AF0A528C095AFCBF09F1E1E401814CD0358A428C0A0D0B2EE1F1B1E4073CB0EF10FA328C0A0D0B2EE1F1B1E4067AA27F38F9E28C0A0D0B2EE1F1B1E406ECD1DFD2F9F28C0119ED0EB4F121E40",144,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Bendu-Cha","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{2D3D3469-EFF3-4D7E-A562-3D05F363708F}",.7234464,.0192304,"Bendu-Cha","Bonthe",2387,2387,2293,4680,2293,"Southern",,,,4680,147,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.0360147,5644.185
"0106000020E61000000100000001030000000100000069010000D3CC5A0A487B28C0A49BC420B0C21E401642CEFBFF7828C01D65C405A0C11E4024E2ADF36F7728C01D65C405A0C11E40D87745F0BF7528C01D65C405A0C11E401370CFF3A77528C01D65C405A0C11E403CCA880B407328C0A674B0FECFC11E40",149,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Jong","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{52E1E3F9-41DB-42B5-BD85-33CD24300425}",1.239102,.0314712,"Jong","Bonthe",14885,14855,13600,28455,13610,"Southern",30,10,40,28495,148,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.2192817,34365.61
"0106000020E61000000E000000010300000001000000BF01000097D4D006606328C0BEB67EFACFEA1D405C8940F50F6228C032828DEBDFE51D40D14D6210586128C0D4F84CF6CFE31D40D14D6210586128C06AA818E76FE21D4024E2ADF36F5F28C0F05F200890E11D4024E2ADF36F5F28C03AA583F57FDE1D40",155,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Nongoba Bullom","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{42120719-D336-4C8A-A50D-5EB915752692}",1.470155,.0444864,"Nongoba Bullom","Bonthe",7058,7058,6559,13617,6559,"Southern",,,,13617,152,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.1047889,16422.41
"0106000020E610000001000000010300000001000000E80000000A74ED0BE81D28C0F1DE180280C31E405E0839EFFF1B28C03CCA880B40C31E40F2DE1802801B28C0F1DE180280C31E40B4679604A81928C0B91281EA1FC41E40B3E89D0AB81728C01D65C405A0C11E400DA0DFF76F1628C0BFDB831090BF1E40",151,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Kpanda Kemo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{4B8A2D8F-CBA9-474D-BC70-9EA54B867D2B}",.7518263,.013528,"Kpanda Kemo","Bonthe",3973,3973,3688,7661,3688,"Southern",,,,7661,137,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.0589548,9239.338
"0106000020E61000000100000001030000000100000021010000657E3507086628C00948FB1F602D1E40F45D11FC6F6528C0C03577F4BF2C1E401144DD07206528C0CE7B6308002E1E40F45D11FC6F6528C0B41490F63F301E40F3311F10E86428C0C53368E89F301E402091B6F1276228C0DF9A3BFA5F2E1E40",159,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Yawbeko","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5979D239-BE96-4F7D-9466-F82CB6AEE442}",.8862803,.0158379,"Yawbeko","Bonthe",2419,2419,2354,4773,2354,"Southern",,,,4773,153,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.0367304,5756.345
"0106000020E610000001000000010300000001000000E00000002D58AA0B78D127C07B48F8DEDF201E4067FD2D01F8CF27C0A5CEA3E2FF1E1E40B9B88D06F0CE27C0456C770FD01D1E402A86AB0320CE27C0AE169F02601C1E40FC2D01F8A7CC27C0DA9C4A06801A1E40A123B9FC87CC27C0528D5E0D501A1E40",145,"SLE","Sierra Leone","Country","Southern","Province","Region","Bonthe","District",999999,"Bum","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{25CE1842-BECD-46E4-B1AD-5BA71D3D5384}",.7658321,.0300571,"Bum","Bonthe",9767,9767,9060,18827,9060,"Southern",,,,18827,127,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe",2.79,2.61,-.0031,124461,127601,130844,134192,137647,141219,144907,148709,152643,156719,129947,.1448821,22705.79
"",,"","","","","","","","",,"","",,"","","","","",,,"Bonthe Town","Bonthe",5194,5187,4540,9727,4546,"Southern",7,6,13,9740,165,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Bonthe Town",.2,.2,-.001,9573,9810,10055,10309,10570,10840,11118,11405,11702,12010,9740,1,12010
"0106000020E6100000010000000103000000010000009B000000F72F1004C88025C046C66AF3FF8A2040A3A2B1F6777E25C09881CAF8F7892040F45D11FC6F7D25C0791C06F3578820406D4E2503407D25C0769D0DF9678620403F498105307D25C0769D0DF9678620400B74ED0BE87D25C038268BFB8F842040",45,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Kpeje West","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{D4E2FFED-15CF-470E-97FA-FC82A8E83A05}",.5864965,.0128584,"Kpeje West","Kailahun",6678,6678,6332,13010,6332,"Eastern",,,,13010,58,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0363215,16891.24
"0106000020E610000001000000010300000001000000FF0000004619710168BC25C0C80567F0F72B204019C1C6F5EFBA25C020E4BCFF8F2B20409555D80C70B925C020E4BCFF8F2B20403D247CEF6FB825C07BEE04FBAF2B20407DC0030308B725C03FF67AF7C72B2040FEACF9F197B625C03FF67AF7C72B2040",49,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Njaluahun","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{33B1DEBB-96EB-4B01-825E-EFC917D19B0C}",.8779795,.026812,"Njaluahun","Kailahun",19139,18682,17866,36548,18345,"Eastern",457,479,936,37484,68,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.1046484,48666.52
"0106000020E61000000100000001030000000100000074000000434772F90F5125C004A4FD0FB00E20400E1FD8F15F5025C0B069A510C80D204076F01307D04F25C0C13577F4BF0C2040590A48FB1F5025C0310395F1EF0B2040D9CA4BFE274F25C0D6F84CF6CF0B2040B9B88D06F04E25C063AC36FFAF0A2040",39,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Dea","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{019F75C9-4644-4D9E-85D0-0CF11C7FBDCE}",.4931971,.0116315,"Dea","Kailahun",5154,5154,4722,9876,4722,"Eastern",,,,9876,43,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.027572,12822.28
"0106000020E610000001000000010300000001000000E90000007E6DFDF49F8525C02807B309302C20409104E10A288425C091B1DAFCBF2A204082BEF4F6E78225C0B0C398F4F72A2040786F0C01C08125C079C2120F282B2040F8DC09F65F7F25C079C2120F282B2040573849F3C77C25C05A5D4E0988292040",48,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Mandu","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{73951BF4-F6FA-4E7B-AF4A-505A26B3D0A5}",.7468793,.0168006,"Mandu","Kailahun",10294,10294,9414,19708,9414,"Eastern",,,,19708,66,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0550211,25587.44
"0106000020E6100000010000000103000000010000009C050000C0DB8310908F24C09330D3F6AFEC2040BBE47FF2778F24C0CF285DFA97EC20409DD2C1FA3F8F24C0CF285DFA97EC2040ABC5A700188F24C0CF285DFA97EC2040F6B0170AD88E24C0CF285DFA97EC204004A4FD0FB08E24C00B21E7FD7FEC2040",43,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Kissi Tongi","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{95604F5B-D036-484F-849E-BF0326B56371}",1.06082,.0213786,"Kissi Tongi","Kailahun",17677,17677,15780,33457,15780,"Eastern",,,,33457,6,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0934057,43438.15
"0106000020E610000001000000010300000001000000AF0000002137C30DF8A425C0F3DE180280D32040310395F1EFA325C010C5E40D30D3204073CB0EF10FA325C06BCF2C0950D320400F72DEFFC7A125C062AC36FFAFD220408F32E202D0A025C08092020B60D220401CE6CB0BB09F25C01072DEFFC7D12040",52,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Yawei","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5EFCF4E1-5224-42A3-8AE4-A5AC7FB0309F}",.6155816,.016011,"Yawei","Kailahun",8413,8413,7722,16135,7722,"Eastern",,,,16135,26,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0450459,20948.52
"0106000020E610000001000000010300000001000000E4000000870FECF82F4825C02688BA0F40E22040870FECF82F4825C02091B6F127E220409D25C808A84825C0796F0C01C0E12040F15F2008904925C0533A58FFE7E02040D37954FCDF4925C00623F609A0E020403D7782FDD74925C01E12BEF737E02040",50,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Penguia","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{AFB02C19-CB57-4D29-9A6E-E7F5E673EDBA}",.6866384,.0174533,"Penguia","Kailahun",6537,6537,5981,12518,5981,"Eastern",,,,12518,67,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0349479,16252.47
"0106000020E610000001000000010300000001000000E1000000DD6E490ED89D25C036FA980F080C2040F55D11FC6F9D25C0DB9C4A06800A2040E3BF4010209B25C0A7C7B60C380B20403D7782FDD79925C046C66AF3FF0A2040E83C2AFEEF9825C00DF3E505D807204084E3F90CA89725C08C60E3FA77052040",40,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Jawie","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{87DB8D20-D513-457D-90D8-9D3E039F2344}",.8394647,.0293186,"Jawie","Kailahun",21714,21714,20921,42635,20925,"Eastern",,4,4,42639,33,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.1190402,55359.39
"0106000020E610000001000000010300000001000000CD000000D14D6210587925C0550C570740842040BC378600E07825C0310395F1EF83204003A4FD0FB07625C0741E15FF778420402A86AB03207625C038268BFB8F8420403CCA880B407325C01914CD03588420401742CEFBFF7025C08AE1EA0088832040",44,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Peje Bongre","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{A37D8D5B-0824-4E14-963C-6A7EA19AFEEC}",.8019849,.0147547,"Peje Bongre","Kailahun",6738,6738,5962,12700,5962,"Eastern",,,,12700,63,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.035456,16488.76
"0106000020E61000000100000001030000000100000028030000803FFCFCF7E824C0538D5E0D50BA2040803FFCFCF7E824C0BC378600E0B82040724C16F71FE924C0C1DB831090B72040803FFCFCF7E824C02A86AB0320B62040803FFCFCF7E824C0667E350708B62040444772F90FE924C0A9F3A8F8BFB32040",46,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Luawa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F9F531E0-BE04-48C6-BF4F-AB3F177059F6}",1.343204,.0579509,"Luawa","Kailahun",34483,34437,30993,65430,31017,"Eastern",46,24,70,65500,64,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.1828638,85040.47
"0106000020E610000001000000010300000001000000C0020000F72F1004C87025C09CD2C1FA3FA71F4077F01307D06F25C01FE4BCFF8FA31F401B93C5FD476E25C0DDC14F1C409F1F400A21E7FD7F6C25C034289A07B0981F4036FA980F086C25C08D8CD5E6FF951F403FF67AF7C76B25C06E2711E15F941F40",47,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Malema","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FCD45193-2F30-422F-8A73-06AB4AD9C37D}",1.144516,.0580801,"Malema","Kailahun",10663,10663,12635,23298,12635,"Eastern",,,,23298,65,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0650437,30248.44
"0106000020E610000001000000010300000001000000DC000000C13577F4BF6425C00BCEE0EF17532040BC378600E06025C09FA4C00298522040B29597FC4F5E25C010C5E40D30532040A9F3A8F8BF5B25C0662B2FF99F542040D3CC5A0A485B25C0853DEDF0D754204034289A07B05825C0C1887D0228562040",51,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Upper Bambara","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{1A4E9EB9-7CFA-4795-B190-67FC4B300B2A}",.7373769,.0185364,"Upper Bambara","Kailahun",14828,14828,13610,28438,13610,"Eastern",,,,28438,70,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0793936,36921.84
"0106000020E61000000100000001030000000100000056010000AAC5A700189724C0C8586DFE5FFD2040E09A3BFA5F9624C0C80567F0F7FB20401C93C5FD479624C06DFB1EF5D7FB20405F5B3FFD679524C0E3BF401020FB2040853DEDF0D79424C0E3BF401020FB2040BF098508389424C0C6D9740470FB2040",42,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Kissi Teng","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FA9E7828-F8F8-4288-AC0B-DACC8442E8F7}",.7316747,.0135051,"Kissi Teng","Kailahun",15744,15744,14711,30455,14711,"Eastern",,,,30455,61,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0850247,39540.57
"0106000020E610000001000000010300000001000000DA000000ECBB22F8DFBA24C0635930F147F92040888EE4F21FBA24C0DB4944F817F92040A674B0FECFB924C0DB4944F817F92040B5679604A8B924C0DB4944F817F92040D24D621058B924C0C35A7C0A80F92040AD44A0FA07B924C0FF52060E68F92040",41,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kailahun","District",999999,"Kissi Kama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{7254AA0C-3D19-4A2E-BB06-25BABE7E72B2}",.5097612,.0086114,"Kissi Kama","Kailahun",6906,6906,6061,12967,6066,"Eastern",,5,5,12972,25,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kailahun",7,7,0,373769,382690,391895,401389,411177,421287,431716,442454,453555,465048,358190,.0362154,16841.91
"0106000020E610000001000000010300000001000000BB010000D9CA4BFE272F29C079C2120F28332340578B4F01302E29C079C2120F28332340417573F1B72D29C05CDC460378332340F3311F10E82C29C0C80567F0F7332340C13577F4BF2C29C0E5EB32FCA73323403EF67AF7C72B29C019C1C6F5EF322340",160,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Bramaia","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{3F06A381-EB98-4A40-BD13-21DF5E81F49A}",1.553701,.0440977,"Bramaia","Kambia",13677,13677,11715,25392,11715,"Northern",,,,25392,154,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.0938838,32079.15
"0106000020E61000000100000001030000000100000013010000FA5B02F04FA929C0FF52060E6871224055B950F9D7AA29C0C1DB8310906F22406ACF2C0950AB29C0667E3507086E2240AFC398F4F7AA29C047197101686C2240D37954FCDFA929C0EA8F300C586A2240595D4E0988A929C0FFFFFFFFFF672240",162,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Magbema","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{692358B7-D823-4F62-BA9B-87034EA97F03}",.9415832,.0273812,"Magbema","Kambia",35152,35115,32010,67125,32059,"Northern",37,49,86,67211,155,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.2485044,84911.48
"0106000020E610000001000000010300000001000000E300000035FA980F08D429C02535B401D88822400ACEE0EF17D329C0B51490F63F882240C4866EF607D229C0B51490F63F882240D14D621058D129C0F10C1AFA27882240F15F200890D129C006D0EFFB37872240F15F200890D129C0E7BD310400872240",161,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Gbinle Dixing","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{BA4FFBBD-B62A-4D99-9AFC-E668E7A5FC8D}",.7728312,.0140806,"Gbinle Dixing","Kambia",10146,10146,9423,19569,9423,"Northern",,,,19569,150,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.072354,24722.63
"0106000020E6100000010000000103000000010000007401000074711B0DE0D528C06B7C26FBE7F122407B410B0918D528C079C2120F28EB22408092020B60D228C0870FECF82FE82240CC565EF23FD128C00DA0DFF76FE62240EE3A1BF2CFCC28C0D24D621058E122401814CD0358CC28C0C7AB730CC8DE2240",166,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Tonko Limba","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{225E4EEB-EFED-4915-A48B-BF3E7223CEC2}",1.761301,.0729996,"Tonko Limba","Kambia",20604,20604,18502,39106,18502,"Northern",,,,39106,156,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.1445896,49404.83
"0106000020E610000001000000010300000001000000C200000051E751F17F9729C01FE4BCFF8F6B22401370CFF3A79529C03DCA880B406B22402ED7A205689329C01FE4BCFF8F6B2240B5679604A89129C003FEF0F3DF6B2240E83C2AFEEF9029C05CDC4603786B2240F72F1004C89029C0007FF8F9EF692240",164,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Masungbala","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FEAAB214-1126-452B-AEC9-5937388EC1C6}",.7447709,.0253273,"Masungbala","Kambia",15113,15113,13389,28502,13389,"Northern",,,,28502,114,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.1053826,36008.2
"0106000020E610000005000000010300000001000000DA0200009EA4C002984A2AC0724C16F71F29224050BB5F05F83E2AC01470CFF3A71D2240DCC83CF2073B2AC0B7E68EFE971B22408EDFDBF467372AC0B5679604A81922407DC0030308372AC09655D80C70192240AAC5A700182F2AC0E93C2AFEEF182240",165,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Samu","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{B572A3F1-C4CE-4B53-85D9-BB930812E1BE}",1.280134,.0426668,"Samu","Kambia",30018,30018,26839,56857,26839,"Northern",,,,56857,14,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.2102218,71830.67
"0106000020E610000009000000010300000001000000990100001D12BEF737F029C03D7782FDD7D921408B60E3FA77ED29C0E93C2AFEEFD8214078C2120F28EB29C0E93C2AFEEFD82140BB8A8C0E48EA29C0CB2A6C06B8D821409C25C808A8E829C0E11934F44FD82140D81D520C90E829C01E12BEF737D82140",163,"SLE","Sierra Leone","Country","Northern","Province","Region","Kambia","District",999999,"Mambolo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{285BBDA2-1E38-4615-9687-1D884B548FFF}",.8969805,.0182164,"Mambolo","Kambia",17936,17936,15889,33825,15889,"Northern",,,,33825,8,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kambia",5,5.43,.0012,273412,280076,286953,294049,301367,308929,316732,324769,333081,341690,270462,.1250638,42733.04
"0106000020E610000001000000010300000001000000CF0100003EF67AF7C76B26C00848FB1F609D1E403D7782FDD76926C037268BFB8F9C1E403C247CEF6F6826C0C13577F4BF9C1E4014C3D501106726C028E09EE74F9B1E4074711B0DE06526C0A0D0B2EE1F9B1E4046197101686426C0DB9C4A06809A1E40",86,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Tunkia","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{A9603407-B9E0-45D4-B044-0C940BFFB266}",1.145346,.0608638,"Tunkia","Kenema",11196,11196,10134,21330,10134,"Eastern",,,,21330,94,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0561715,24765.06
"0106000020E610000001000000010300000001000000230100002435B401D8D026C0B0C398F4F71A214038799109F8CD26C0D24D621058192140CF285DFA97CC26C02091B6F1271A2140CDA96400A8CA26C0F15F2008901921407F3FFCFCF7C826C0AE44A0FA071921402BB29DEFA7C626C03D247CEF6F182140",65,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Gorama Mende","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{B9179CAF-FE22-4020-A8BE-D97BFD473222}",1.146288,.0540596,"Gorama Mende","Kenema",15990,15990,16549,32539,16549,"Eastern",,,,32539,17,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0856898,37779.19
"0106000020E61000000100000001030000000100000039000000007FF8F9EFE926C0C8FE791A30C81E40444772F90FE926C02363B5F97FC51E40B2E89D0AB8E726C02363B5F97FC51E40D2FA5B02F0E726C0C8FE791A30C81E408C60E3FA77E526C074CB0EF10FCB1E409B53C90050E526C0B9B88D06F0C61E40",72,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Langrama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F82B0159-F78C-4425-A118-6ABD58527C0E}",.2821768,.004418,"Langrama","Kenema",2223,2223,2133,4356,2133,"Eastern",,,,4356,21,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0114713,5057.505
"0106000020E610000001000000010300000001000000F90000001642CEFBFF5826C0EC0E290648AC204067FD2D01F85726C091B1DAFCBFAA2040B2E89D0AB85726C0CB2A6C06B8A8204076F01307D05726C08CB3E908E0A6204076F01307D05726C03FF67AF7C7A32040FEFFFFFFFF5726C074CB0EF10FA32040",54,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Dodo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FB85DB69-B19D-4D2A-8E99-144B6B243526}",.8678041,.0266123,"Dodo","Kenema",7184,7184,7010,14194,7010,"Eastern",,,,14194,69,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0373792,16479.85
"0106000020E6100000010000000103000000010000000801000073CB0EF10F8326C0D47954FCDF311F40E9E923F0877F26C08436001B10311F40E66A2BF6977D26C09555D80C70311F40550C5707407C26C0C33368E89F301F40DCC83CF2077B26C0B51490F63F301F401416DC0F787826C0FEFFFFFFFF2F1F40",71,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Koya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5FE32148-23E3-49D5-8B02-F44D4F8ACE43}",1.039917,.029518,"Koya","Kenema",5373,5373,4811,10184,4811,"Eastern",,,,10184,82,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0268191,11824.07
