the_geom,objectid,iso3,adm0_name,engtype0,adm1_name,type1,engtype1,adm2_name,type2,engtype2,adm3_name,type3,engtype3,source_dt,source,source2_dt,source2,globalid,shapestlen,shapestare,chiefdom,district,female,household_female,household_male,household_total,male,province,special_population_female,special_population_male,special_population_total,total,cartodb_id,created_at,updated_at,merge_var,percent_pop_1985,percent_pop_2004,intercensal_change_1985_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2004,chiefdom_weight,total_estimated_2015
"0106000020E6100000010000000103000000010000003502000002D2FE0758D325C090B1DAFCBF9A1E4034289A07B0D025C0CA7D7214209A1E4063FF3C0D18CC25C0528D5E0D509A1E40E9E923F087C725C0A0D0B2EE1F9B1E408862F20698C125C0426E861BF0991E405EAE450BD0BE25C0F95B02F04F991E40",78,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Nomo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{95AEF687-CB54-45D7-A81E-E68EA92894DF}",.8386583,.0288014,"Nomo","Kenema",1992,1992,2113,4105,2113,"Eastern",,,,4105,88,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0108103,4766.083
"0106000020E610000001000000010300000001000000620100002ED7A20568BB25C0F10C1AFA27C020406D4E250340BD25C07EC0030308BF204042C879FF1FBF25C02363B5F97FBD204057DE550F98BF25C06DFB1EF5D7BB2040E9E923F087BF25C08AE1EA0088BB20405EAE450BD0BE25C09F51BAF42FB92040",74,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Malegohun","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{879EEE96-9252-4214-9ABD-A324FEFF3433}",1.024837,.0195395,"Malegohun","Kenema",6074,6074,6150,12224,6150,"Eastern",,,,12224,85,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0321913,14192.59
"0106000020E610000001000000010300000001000000E70000001695D409687A26C02FD7A205689B20404E965AEF377A26C063AC36FFAF9A20404E965AEF377A26C02091B6F1279A204018C1C6F5EF7A26C0D24D621058992040FAAE08FEB77A26C01E12BEF7379820407AEE04FBAF7B26C0ABC5A70018972040",82,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Simbaru","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{79407A7B-3BB7-40EE-BB30-F284BC4C77D0}",.7699012,.0221514,"Simbaru","Kenema",9021,9021,9354,18375,9354,"Eastern",,,,18375,91,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0483896,21334.17
"0106000020E610000001000000010300000001000000D2000000D47954FCDFB126C09C78CE16102A1F407020240B98B026C0E7BD310400271F40DFED4108C8AF26C02F0395F1EF231F40578B4F0130AE26C03C247CEF6F201F400B21E7FD7FAC26C0BF3577F4BF1C1F406BCF2C0950AB26C0DB9C4A06801A1F40",77,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Niawa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{B8E9F55A-1B6C-4070-BC42-48A7DEB0E586}",.7739053,.0203175,"Niawa","Kenema",4461,4461,4035,8496,4035,"Eastern",,,,8496,87,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0223738,9864.225
"0106000020E610000001000000010300000001000000F40000006ACF2C09500B26C0A2F5B704E07F1F40523A58FFE70826C0900BCEE0EF771F40CB2A6C06B80826C013C3D50110771F40CE7B6308000626C0374D9F1D706D1F40F2311F10E80426C052E751F17F671F40731E15FF770426C09A2CB5DE6F641F40",53,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Dama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{C01BC0F8-82E0-48BC-A586-FECCB50E37ED}",.8559303,.0329299,"Dama","Kenema",13750,13750,12407,26157,12407,"Eastern",,,,26157,71,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0688832,30369.41
"0106000020E610000001000000010300000001000000EF000000F72F1004C89026C0803FFCFCF7402040D1FA5B02F08F26C0B51490F63F402040B3E89D0AB88F26C0791C06F3574020402986AB03208E26C0769D0DF9673E2040CE285DFA978C26C0741E15FF773C20401FE4BCFF8F8B26C0FAAE08FEB73A2040",69,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Kandu Leppiam","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{54B17A8B-BDC9-4CE1-93F0-E9BC9F7B2A6A}",.667581,.0185036,"Kandu Leppiam","Kenema",9858,9858,11885,21743,11885,"Eastern",,,,21743,80,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0572591,25244.57
"0106000020E61000000A00000001030000000100000038070000FEACF9F1976E29C04B1762F547302140B069A510C86D29C02B05A4FD0F3021407D6DFDF49F6D29C02B05A4FD0F3021406D4E2503406D29C0C1DB8310902F2140F3311F10E86C29C0499869FB572E21404F6859F78F6D29C0EC0E2906482C2140",70,"SLE","Sierra Leone","Country","Northern","Province","Region","Port Loko","District",999999,"Koya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F4A85871-6950-4626-9B8E-97081C182C3D}",2.582228,.0914517,"Koya","Kenema",5373,5373,4811,10184,4811,"Eastern",,,,10184,51,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0268191,11824.07
"0106000020E610000001000000010300000001000000C90000002037C30DF8C426C09283D90418C62040625930F147C126C0E53E390A10C5204058DE550F98BF26C0E3BF401020C320409A00C3F2E7BB26C01072DEFFC7C12040729F1C0588BA26C06950340F60C120404E965AEF37BA26C0635930F147C12040",88,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Wandor","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{82D0F682-7CA4-4495-9D1F-0E6DFB9DCCC7}",.7326362,.0262121,"Wandor","Kenema",8668,8668,8746,17414,8746,"Eastern",,,,17414,73,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0458589,20218.41
"0106000020E610000001000000010300000001000000D1000000FEACF9F197F625C0E2982CEE3F321F4046C66AF3FFF225C0B0BCAB1E302F1F4036A79201A0F225C065D13B15702F1F4067FD2D01F8EF25C09555D80C70311F40427573F1B7ED25C0300395F1EF331F407E6DFDF49FED25C0B81281EA1F341F40",55,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Gaura","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{BC5FB0AF-59DF-456A-9072-590075DAF751}",.867505,.0326211,"Gaura","Kenema",8933,8933,8428,17361,8428,"Eastern",,,,17361,27,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0457193,20156.87
"0106000020E6100000010000000103000000010000009C010000796F0C01C0D925C04EE960FD9FC32040CC565EF23FD925C0F38B12F417C22040DB4944F817D925C0B79388F02FC220409E51BAF42FD925C0791C06F357C02040E83C2AFEEFD825C07EC0030308BF2040C35A7C0A80D925C06DFB1EF5D7BB2040",73,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Lower Bambara","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{567F532E-1197-4034-BB99-322C146CA227}",1.332571,.0562828,"Lower Bambara","Kenema",34561,34149,43167,77316,43828,"Eastern",412,661,1073,78389,83,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.2064335,91013.03
"0106000020E6100000010000000103000000010000004F0100009104E10A287C26C077C9FFE4EFCE1F402CB29DEFA77E26C043ED7E15E0CB1F40AB18AE0E808026C0ECBB22F8DFCA1F402F849CF7FF8126C0BAB88D06F0C61F404EE960FD9F8326C0D31F6118B0C41F409A53C900508526C07AEE04FBAFC31F40",83,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Small Bo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{88E1934E-9230-4B51-8740-8E773B6C6736}",1.118854,.0350769,"Small Bo","Kenema",15951,15317,14738,30055,15242,"Eastern",634,504,1138,31193,93,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.0821452,36216.43
"0106000020E61000000100000001030000000100000061010000803FFCFCF74826C07C410B09182D2040B2E89D0AB84726C09330D3F6AF2C204032A9A10DC04626C0EE3A1BF2CF2C2040AB72A1F2AF4526C0B839950C002D2040F3311F10E84426C09330D3F6AF2C2040B0C398F4F74226C09330D3F6AF2C2040",79,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kenema","District",999999,"Nongowa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{9A683C60-3E3C-4F18-9B81-4E9D88CF8DAB}",1.234965,.0530007,"Nongowa","Kenema",25656,23720,23894,47614,25830,"Eastern",1936,1936,3872,51486,89,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema",8,7,0,349519,358407,367587,377067,386851,396968,407415,418185,429331,440883,379730,.1355858,59777.48
"",,"","","","","","","","",,"","",,"","","","","",,,"Kenema Town","Kenema",64647,64541,62425,126966,63755,"Eastern",106,1330,1436,128402,160,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kenema Town",1,3,0,177204,180658,184213,187869,191626,195498,199479,203565,207778,212130,128402,1,212130
"",,"","","","","","","","",,"","",,"","","","","",,,"","",,,,,,"",,,,,,"","","Koidu New Sembehun",2,2,0,63662,65458,67316,69239,71228,73289,75421,77624,79909,82281,0,,
"0106000020E610000001000000010300000001000000C7010000C80567F0F7D327C0A621AAF0676823400BCEE0EF17D327C02CB29DEFA766234034289A07B0D027C0D9CA4BFE27672340C0DB831090CF27C0DE6E490ED8652340EB0E290648CC27C02CB29DEFA7662340D37954FCDFC927C0DE6E490ED8652340",57,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Kasunko","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{249E9C68-569B-4AA3-AA2B-A394B344B196}",1.99816,.0778536,"Kasunko","Koinadugu",11130,11130,9227,20357,9227,"Northern",,,,20357,74,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0765998,25697
"0106000020E610000001000000010300000001000000850100001A40BFEFDF3C27C0D1A755F487F62240625930F1473927C09B53C90050F52240DA4944F8173927C04049810530F522409DD2C1FA3F3727C01A40BFEFDFF4224030569BFF573527C0EC0E290648F422400ACEE0EF173327C020E4BCFF8FF32240",168,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Diang","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{044A1C0A-C467-4108-A2AC-C053AA7CF142}",1.424955,.0875242,"Diang","Koinadugu",10605,10605,9095,19700,9095,"Northern",,,,19700,158,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0741276,24867.66
"0106000020E610000001000000010300000001000000F3000000D77745F0BF7527C0E9E923F087FF234020E4BCFF8F7327C07EC0030308FF2340A123B9FC876C27C041C879FF1FFF2340D9CA4BFE276727C005D0EFFB37FF2340719F1C05885A27C025E2ADF36FFF23400A74ED0BE85527C0E9E923F087FF2340",56,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Folasaba","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{3B6FAAEF-526D-4834-BC06-B6F01DF5C2B9}",1.281672,.0638341,"Folasaba","Koinadugu",7614,7614,6938,14552,6938,"Northern",,,,14552,72,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0547566,18369.25
"0106000020E6100000010000000103000000010000000D0300001642CEFBFFB026C0667E350708E62240D1A755F487AE26C07E6DFDF49FE522403FF67AF7C7AB26C07E6DFDF49FE52240FA5B02F04FA926C07E6DFDF49FE522404FBB5F05F8A626C09B53C90050E52240310395F1EFA326C0EE3A1BF2CFE42240",60,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Nieni","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{6F90E76B-6B47-457D-A169-52F9B4B0DAD7}",2.767476,.1867058,"Nieni","Koinadugu",21016,21016,18091,39107,18091,"Northern",,,,39107,12,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.1471527,49365.46
"0106000020E610000001000000010300000001000000D7010000CB2A6C06B8B825C010C5E40D30A3224061DA37F757B725C0B0C398F4F7A22240EB0E290648B425C0B0C398F4F7A222401742CEFBFFB025C0CCA96400A8A22240F2311F10E8AC25C0CCA96400A8A2224024E2ADF36FA725C091B1DAFCBFA22240",59,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Neya","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FE6627EE-1F68-4852-AB53-74E0B5FC15C6}",1.951309,.1183203,"Neya","Koinadugu",18047,18047,15379,33426,15379,"Northern",,,,33426,76,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.1257761,42194.23
"0106000020E6100000010000000103000000010000008A0100001D65C405A06926C0F00C1AFA27002440781C06F3576826C041C879FF1FFF23408C60E3FA776526C01B40BFEFDFFC23407BEE04FBAF6326C0C6D9740470FB2340017FF8F9EF6126C0898EE4F21FFA2340BB378600E06026C0635930F147F92340",62,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Sulima","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{FE7D2705-6CC3-486E-BF38-A134D3C99A6C}",1.878752,.1068033,"Sulima","Koinadugu",10387,10387,9675,20062,9675,"Northern",,,,20062,78,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0754897,25324.62
"0106000020E610000001000000010300000001000000130200000B74ED0BE87D26C0AAC5A700184F2340C5D97404707B26C0B069A510C84D23402535B401D87826C09383D904184E2340E6BD3104007726C0FB010F0C204C23402986AB03207626C0DB9C4A06804A2340843DEDF0D77426C0DB9C4A06804A2340",61,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Sengbe","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{822E1863-394F-453F-9E67-652D2627D089}",1.695479,.0975976,"Sengbe","Koinadugu",11976,11976,10482,22458,10482,"Northern",,,,22458,77,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0845055,28349.13
"0106000020E61000000100000001030000000100000024010000B739950C000D27C04E3C670B0855234011F1D6F9B70B27C036FA980F0854234035548CF3370927C0853DEDF0D75423405EAE450BD00627C0853DEDF0D7542340EEE0270EA00727C04DE960FD9F532340BCE47FF2770727C02535B401D8502340",64,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Wara-Wara Yagala","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{029594C3-45D1-45AD-BC86-2CE125FE1394}",.9154745,.0269686,"Wara-Wara Yagala","Koinadugu",14254,14239,12872,27111,12914,"Northern",15,42,57,27168,48,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.1022283,34294.64
"0106000020E6100000010000000103000000010000000E010000D14D6210588127C061DA37F757FF2340724C16F71F8127C0B0169F0260FC23405A5D4E09888127C0D9CA4BFE27F72340007FF8F9EF8127C02A86AB0320F62340538D5E0D508227C0417573F1B7F52340A6C7B60C388327C0573849F3C7F42340",63,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Wara-Wara Bafodea","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{31B46BD8-D0E8-48AD-8566-9C2B6D9113A1}",1.408474,.0765307,"Wara-Wara Bafodea","Koinadugu",13354,13352,12343,25695,12359,"Northern",2,16,18,25713,79,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0967534,32457.97
"0106000020E61000000100000001030000000100000067020000888EE4F21F3226C0729F1C05887223403D247CEF6F3026C0F82F1004C870234076F01307D02F26C0D9CA4BFE276F23400CA0DFF76F2E26C02CB29DEFA76E23407E6DFDF49F2D26C0D0A755F4876E2340E43E390A102D26C0D0A755F4876E2340",58,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Mongo","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{4164357D-3AE9-4016-AA1E-ADF5D0D189D1}",2.237595,.1367628,"Mongo","Koinadugu",15550,15550,13744,29294,13744,"Northern",,,,29294,75,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.1102281,36978.33
"0106000020E610000001000000010300000001000000FE0000005A5D4E0988E126C084E3F90CA8FF2340714C16F71FE126C0AB72A1F2AFFD23403BF88903E8DF26C0CCFC6A0E10FC2340662B2FF99FDC26C089E1EA0088FB234062AC36FFAFDA26C0FAAE08FEB7FA23402F849CF7FFD926C068FD2D01F8F72340",167,"SLE","Sierra Leone","Country","Northern","Province","Region","Koinadugu","District",999999,"Dembelia Sikunia","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{61A00BFA-E50F-479A-9A8D-394080AE93EC}",1.183312,.0381486,"Dembelia Sikunia","Koinadugu",7189,7189,6732,13921,6732,"Northern",,,,13921,157,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Koinadugu",5.21,5.34,.0011,268400,274946,281701,288672,295861,303289,310954,318849,327014,335471,265758,.0523822,17572.72
"0106000020E610000001000000010300000001000000C400000050BB5F05F8A625C0B79388F02F8A2140499869FB57A625C0803FFCFCF7882140D64B530438A525C0B3E89D0AB8872140E53E390A10A525C09383D904188621403FF67AF7C7A325C02137C30DF8842140AFC398F4F7A225C002D2FE0758832140",94,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Fiama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{F0DEC94D-B846-4698-8F74-5828FD0EAF7A}",.7131563,.0234058,"Fiama","Kono",4667,4667,4424,9091,4424,"Eastern",,,,9091,84,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0271049,6578.948
"0106000020E610000001000000010300000001000000F1000000EB0E2906483426C0ECBB22F8DFE220401470CFF3A73526C00623F609A0E020407C410B09183526C0ABC5A70018DF2040B839950C003526C050BB5F05F8DE20402707B309303426C0DE6E490ED8DD20409900C3F2E73326C0B96587F887DD2040",84,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Gorama Kono","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{AF72FC59-BE29-4BA6-A499-CF235D1210B1}",.9143456,.0261261,"Gorama Kono","Kono",5804,5804,5839,11643,5839,"Eastern",,,,11643,92,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0347137,8425.771
"0106000020E610000002000000010300000001000000570100000F1FD8F15F5825C0DB4944F81771214095AFCBF09F5625C04B1762F5477021402807B309305425C0A674B0FECF712140F3DE1802805325C0898EE4F21F722140D47954FCDF5125C019C1C6F5EF72214032A9A10DC04E25C09330D3F6AF742140",97,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Soa","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{B1D3C1EF-F8E3-42F0-A767-E0DA7FE3904C}",.9760657,.0431399,"Soa","Kono",11110,11110,10139,21249,10139,"Eastern",,,,21249,101,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.063354,15377.41
"0106000020E610000001000000010300000001000000680100009F51BAF42F3926C0C35A7C0A8079214077F01307D03726C034289A07B0782140D9CA4BFE273726C01742CEFBFF782140B9B88D06F03626C01742CEFBFF782140FC800706103626C0C35A7C0A807921401470CFF3A73526C01795D409687A2140",90,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Nimikoro","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{8008E4A8-1503-40BB-8556-D36F19ED6A45}",1.037305,.0468498,"Nimikoro","Kono",20032,20032,24256,44288,24263,"Eastern",,7,7,44295,96,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.1320658,32055.28
"0106000020E610000001000000010300000001000000AF000000FC2D01F8A70426C074711B0DE08D2140300395F1EF0326C074711B0DE08D21401695D409680226C074711B0DE08D2140C35A7C0A800126C09383D904188E2140D91D520C900026C0C8586DFE5F8D214057DE550F98FF25C0E53E390A108D2140",85,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Kamara","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{D293623A-47E1-422C-ACB7-83ACA12CC24D}",.476133,.010148,"Kamara","Kono",5557,5557,6981,12538,6981,"Eastern",,,,12538,22,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0373821,9073.463
"0106000020E610000001000000010300000001000000390100003C247CEF6F7826C0A621AAF0676821408DDFDBF4677726C033D593F9476721401C93C5FD477626C0F8DC09F65F6721404D3C670B087526C0C1DB8310906721401FE4BCFF8F7326C0870FECF82F682140C4866EF6077226C0C1DB831090672140",92,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Nimiyama","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{E801BDAB-1711-4D61-BBAE-4604E40F2FE1}",.905873,.0293518,"Nimiyama","Kono",11902,11902,14238,26140,14238,"Eastern",,,,26140,100,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0779366,18916.92
"0106000020E610000001000000010300000001000000BB000000E21934F44F1825C0E0ED4108C86F2140C1DB8310901725C0D64B5304386D21408CB3E908E01625C055B950F9D76A2140D9CA4BFE271725C03D7782FDD7692140C1DB8310901725C0FFFFFFFFFF672140C1DB8310901725C0667E350708662140",98,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Gbane Kandor","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{7FAB6589-23D1-49C6-8285-DEE80E08A311}",.5035155,.0084888,"Gbane Kandor","Kono",2190,2190,1973,4163,1973,"Eastern",,,,4163,104,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.012412,3012.667
"0106000020E610000001000000010300000001000000EA000000578B4F0130EE25C0612D3E05C050214075711B0DE0ED25C0612D3E05C05021408C60E3FA77ED25C02535B401D8502140E43E390A10ED25C0E93C2AFEEF502140FB2D01F8A7EC25C02535B401D850214011F1D6F9B7EB25C00623F609A0502140",99,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Tankoro","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5CB243E0-9CDB-4D9C-9653-8D9AA52D61B8}",.6077914,.0155958,"Tankoro","Kono",5481,5481,5531,11012,5533,"Eastern",,2,2,11014,99,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0328383,7970.579
"0106000020E6100000010000000103000000010000001B02000046C66AF3FF2A25C05A5D4E0988E1214082BEF4F6E72A25C035548CF337E1214091B1DAFCBF2A25C0D24D621058E12140CDA96400A82A25C09655D80C70E12140BB8A8C0E482A25C01E65C405A0E12140898EE4F21F2A25C09655D80C70E12140",87,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Lei","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{5DEA65EC-229C-4339-A5CA-DAE30D3B2050}",1.116402,.0547742,"Lei","Kono",8702,8702,7750,16452,7750,"Eastern",,,,16452,95,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0490517,11905.93
"0106000020E610000001000000010300000001000000D7000000AB72A1F2AF2525C01D12BEF737182240DE6E490ED82525C05A0A48FB1F182240588B4F01302625C01D12BEF7371822408490F3FE3F2625C0FFFFFFFFFF1722408490F3FE3F2625C058DE550F98172240588B4F01302625C058DE550F98172240",100,"SLE","Sierra Leone","Country","Eastern","Province","Region","Kono","District",999999,"Toli","Chiefdom",999999,"January 2012","OHDR","December 2014","DigitalGlobe","{8520B61C-9F88-4049-AF1A-87373D32D100}",.4414868,.0086391,"Toli","Kono",1413,1413,1194,2607,1194,"Eastern",,,,2607,97,"2015-02-21 19:50:43.310535+00","2015-02-21 19:50:43.310535+00","Kono",9,5,0,185377,190882,196586,202494,208611,214956,221528,228328,235387,242722,335401,.0077728,1886.626
